Date,symbol,stocks,cmp,dRSI,wRSI,mRSI,sector,ema20,ema50,latestChange,weeklyChange,monthlyChange
28th Jan	JWL	JWL	323.95	55.69	50.47	47.38	industrials	312.44	309.18	4.92	6.65	-4.65
28th Jan	GPPL	GPPL	168.92	40.18	48.19	52.44	transportation	176.77	178.3	4.8	1.83	-7.2
28th Jan	SJVN	SJVN	74.22	46.43	38.63	39.99	power & utilities	75.29	77.69	3.72	4.74	-0.722
28th Jan	PERSISTENT	PERSISTENT	6213	46.05	56.39	62.32	i.t	6296.8	6224.61	-0.048	0.942	-0.941
28th Jan	DBREALTY	DBREALTY	101.93	35.88	24.13	40.2	realty	108.22	119.98	4.17	-0.701	-14.01
28th Jan	JUBLFOOD	JUBLFOOD	493.65	25.29	28.62	40.06	consumer discretionary	522.16	551.1	1.1	0.213	-11.63
28th Jan	GODREJPROP	GODREJPROP	1550.3	21.41	29.42	38.29	realty	1803.06	1944.33	2.13	0.591	-22.66
28th Jan	JSWENERGY	JSWENERGY	446.25	34.34	37.35	44.09	power & utilities	480.72	489.5	1.41	-6.57	-7.5
28th Jan	OIL	OIL	490.5	73.93	67.02	59.97	energy	436.45	426.16	9.35	12.58	15.59
28th Jan	NHPC	NHPC	78.89	49.68	46.6	51.06	power & utilities	78.81	79.54	4.99	4.84	-0.417
28th Jan	ADANIPOWER	ADANIPOWER	134.72	37.27	46.7	58.99	power & utilities	140.29	143.02	0.164	1.32	-5.78
28th Jan	ZFCVINDIA	ZFCVINDIA	14234	50.16	53.53	54.54	auto	14191.78	14135.58	1.39	4.99	-4.33
28th Jan	BAJAJFINSV	BAJAJFINSV	1940.3	37.68	41.57	54.94	financials	1990.74	2020.59	1.18	-0.446	-4.88
28th Jan	BAJAJ-AUTO	BAJAJ-AUTO	9433.5	53.27	61.86	61.5	auto	9392.1	9248	-0.616	0.212	0.969
28th Jan	TITAGARH	TITAGARH	816.35	50.36	46.41	47.35	industrials	810.29	826.39	4.61	3.79	-8.48
28th Jan	RECLTD	RECLTD	377.5	59.32	51.55	48.88	financials	365.35	363.14	3.72	4.47	5.8
28th Jan	VGUARD	VGUARD	317.5	46.44	36.1	42.59	industrials	317.38	329.06	0.794	2.09	-3.2
28th Jan	IRB	IRB	41.11	49.13	42.35	44.53	realty	41	41.82	3.47	3.5	-2.24
28th Jan	KNRCON	KNRCON	145.05	47.26	36.96	34.24	realty	145.22	155.05	7.85	7.96	-10.89
28th Jan	RPOWER	RPOWER	29.4	35.41	34.85	45.02	power & utilities	31.96	35.33	7.18	4	-15.64
28th Jan	BRIGADE	BRIGADE	735.35	20.87	28.15	40.43	realty	817.68	863.25	-0.339	-3.26	-16.91
28th Jan	TARIL	TARIL	241.95	37.33	32.69	41.36	industrials	263.33	296.13	4.67	4.06	-15.18
28th Jan	ECLERX	ECLERX	4422.7	44.92	53.47	65.83	i.t	4504.96	4524.64	0.295	2.29	-5.81
28th Jan	JYOTHYLAB	JYOTHYLAB	247.9	27.66	20.11	35.34	fmcg	260.33	277.28	0.67	-0.542	-12.29
28th Jan	ADANIPORTS	ADANIPORTS	1381.9	42.14	46.21	55.92	transportation	1416.9	1445.23	1.32	5.62	-5.98
28th Jan	POWERGRID	POWERGRID	259.8	48.15	38.43	46.66	power & utilities	259.62	265.12	2.14	2.22	-1.81
28th Jan	MOTILALOFS	MOTILALOFS	790.15	43.36	41.29	55.24	financials	813.04	857.92	7.93	5.21	-7.67
28th Jan	KPRMILL	KPRMILL	926.8	56.13	43.96	50.35	consumer discretionary	884.11	936.26	2.93	9.18	-1.66
28th Jan	CENTRALBK	CENTRALBK	37.14	48.62	47.48	42.17	bank	37.26	37.43	3.02	2.29	-0.695
28th Jan	DLF	DLF	625.55	37.94	35.01	43.27	realty	647.95	682.23	2.62	6.3	-9
28th Jan	FORTIS	FORTIS	849.05	37.56	42.88	63.81	healthcare	877.4	901.37	1.26	0.598	-3.95
28th Jan	ASTRAL	ASTRAL	1452.9	53.55	50.96	45.03	plastic products	1425.59	1433.8	3.74	4.99	4.64
28th Jan	PAGEIND	PAGEIND	32615	22.53	22.08	35.43	consumer discretionary	34191.15	36121.84	0.292	-0.806	-9.52
28th Jan	IDEA	IDEA	9.95	36.47	51.7	51.55	telecom-service	10.66	10.61	1.22	0.201	-7.53
